Community,evenness_simplified,Evenness distribution,Taxonomic distribution,Sequencing Depth (million reads),Pipeline,MAG ID,Domain,Phylum,Class,Order,Family,Genus,Species,Completeness,Contamination,Strain heterogeneity,Original community?,Number of contigs,Contig size (bp),coverage,Relative abundance,species list,Special case?,original_comm,Mismatch
B,Exponential,Exponential decay,Random,60,8K,B.3.R.60-8K-bin.36,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter_A,Porphyrobacter atlanticus,96.73,0.04,50,#N/A,13,3034829,51,0.01437052,#N/A,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,60,8K,B.3.R.60-8K-bin.46,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter_A,Porphyrobacter atlanticus,96.73,0.04,50,#N/A,13,3034829,51,0.01437052,#N/A,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,60,8K,B.3.R.60-8K-bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter_A,Porphyrobacter atlanticus,96.73,0.04,50,#N/A,13,3034829,51,0.01437052,#N/A,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,10,8K,B.3.R.10-8K-bin.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,96.08,0,0,Riemerella anatipestifer,19,1978429,13,0.01437744,Riemerella anatipestifer,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,10,8K,B.3.R.10-8K-bin.29,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,96.08,0,0,Riemerella anatipestifer,19,1978429,13,0.01437744,Riemerella anatipestifer,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,10,8K,B.3.R.10-8K-bin.37,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,96.08,0,0,Riemerella anatipestifer,19,1978429,13,0.01437744,Riemerella anatipestifer,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Closely related,60,DT,B.5.C.60-DT-bin.2,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus,99.37,0.63,0,Staphylothermus hellenicus,19,1631494,93,0.01439826,Staphylothermus hellenicus,#N/A,#N/A,#N/A
B,Equal abundance,Equal abundance,Ordered,60,8K,B.1.O.60-8K-bin.11,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_B,Erythrobacter gangjinensis,94.41,0.34,0,Erythrobacter gangjinensis,5,2525987,61,0.01441400,Erythrobacter gangjinensis,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.1,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,7,1990393,78,0.01442228,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.13,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,7,1990393,78,0.01442228,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.37,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,7,1990393,78,0.01442228,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.42,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,7,1990393,78,0.01442228,#N/A,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Closely related,60,DT,A.5.C.60-DT-bin.22,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_C,Archaeoglobus veneficus,96.73,0,0,Archaeoglobus veneficus,48,1775453,86,0.01443661,Archaeoglobus veneficus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Very closely related,60,DT,A.3.V.60-DT-bin.12,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconacetobacter,Gluconacetobacter diazotrophicus,99.5,1,0,Gluconacetobacter diazotrophicus,60,3296301,46,0.01445223,Gluconacetobacter diazotrophicus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,120,DT,B.2.R.120-DT-bin.24,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_C,Helicobacter cinaedi,98,1.3,0,Helicobacter cinaedi,105,1984236,154,0.01445525,Helicobacter cinaedi,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Not closely related,60,8K,A.3.N.60-8K-bin.1,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis ruber,97.56,0,0,Thermocrinis ruber,12,1422618,109,0.01445972,Thermocrinis ruber,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Not closely related,60,8K,A.3.N.60-8K-bin.28,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis ruber,97.56,0,0,Thermocrinis ruber,12,1422618,109,0.01445972,Thermocrinis ruber,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Not closely related,60,8K,A.3.N.60-8K-bin.33,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis ruber,97.56,0,0,Thermocrinis ruber,12,1422618,109,0.01445972,Thermocrinis ruber,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,60,MM,C.3.R.60-MM-bin.15,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,Pseudothermotoga thermarum,98.28,0,0,Pseudothermotoga thermarum,50,1844757,84,0.01445989,Pseudothermotoga thermarum,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,MM,C.5.N.60-MM-bin.16,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,18,2001279,78,0.01449317,#N/A,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Very closely related,60,DT,A.4.V.60-DT-bin.15,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium limicola,99.45,0,0,Chlorobium limicola,53,2614489,58,0.01450354,Chlorobium limicola,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,60,MM,C.2.R.60-MM-bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea thiooxydans,99.55,1.8,0,Pandoraea thiooxydans,86,4356791,36,0.01452467,Pandoraea thiooxydans,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Closely related,60,MM,A.5.C.60-MM-bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter persici,97.96,2.49,0,Acetobacter persici,271,3403138,46,0.01459248,Acetobacter persici,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Closely related,60,8K,C.5.C.60-8K-bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,97.18,0.56,0,Plesiomonas shigelloides,16,2954301,53,0.01460034,Plesiomonas shigelloides,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Closely related,60,8K,C.5.C.60-8K-bin.13,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,97.18,0.56,0,Plesiomonas shigelloides,16,2954301,53,0.01460034,Plesiomonas shigelloides,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Closely related,60,8K,C.5.C.60-8K-bin.42,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,97.18,0.56,0,Plesiomonas shigelloides,16,2954301,53,0.01460034,Plesiomonas shigelloides,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Closely related,60,8K,C.5.C.60-8K-bin.48,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,97.18,0.56,0,Plesiomonas shigelloides,16,2954301,53,0.01460034,Plesiomonas shigelloides,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Very closely related,60,DT,A.3.V.60-DT-bin.19,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_C,Archaeoglobus veneficus,90.85,0,0,Archaeoglobus veneficus,44,1718691,90,0.01465508,Archaeoglobus veneficus,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Very closely related,60,8K,C.3.V.60-8K-bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,97.18,0.56,0,Plesiomonas shigelloides,16,2954629,53,0.01467704,Plesiomonas shigelloides,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Very closely related,60,8K,C.3.V.60-8K-bin.35,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,97.18,0.56,0,Plesiomonas shigelloides,16,2954629,53,0.01467704,Plesiomonas shigelloides,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Very closely related,60,8K,C.3.V.60-8K-bin.38,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,97.18,0.56,0,Plesiomonas shigelloides,16,2954629,53,0.01467704,Plesiomonas shigelloides,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Very closely related,60,8K,C.3.V.60-8K-bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,97.18,0.56,0,Plesiomonas shigelloides,16,2954629,53,0.01467704,Plesiomonas shigelloides,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,30,MM,A.3.R.30-MM-bin.16,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium luteolum,96.72,1.69,0,Chlorobium luteolum,79,2166226,36,0.01468607,Chlorobium luteolum,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Very closely related,60,DT,B.5.V.60-DT-bin.17,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,1.27,0,Desulfurococcus mucosus,111,1489732,104,0.01468823,Desulfurococcus mucosus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,DT,B.5.N.60-DT-bin.22,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_B,Erythrobacter gangjinensis,99.19,1.77,0,Erythrobacter gangjinensis,16,2948854,52,0.01469184,Erythrobacter gangjinensis,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,60,8K,C.3.R.60-8K-bin.14,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,8,1992113,79,0.01472779,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,60,8K,C.3.R.60-8K-bin.35,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,8,1992113,79,0.01472779,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,60,8K,C.3.R.60-8K-bin.46,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,8,1992113,79,0.01472779,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,60,8K,C.3.R.60-8K-bin.6,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,8,1992113,79,0.01472779,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,60,DT,C.3.R.60-DT-bin.18,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,8,1992113,78,0.01472779,#N/A,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,60,DT,B.3.R.60-DT-bin.9,Archaea,Halobacterota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui,99.53,0,0,Haloarcula marismortui,18,3267203,47,0.01473977,Haloarcula marismortui,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,30,DT,A.3.R.30-DT-bin.18,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_C,Archaeoglobus veneficus,99.35,2.61,14.29,Archaeoglobus veneficus,50,2030613,38,0.01474750,Archaeoglobus veneficus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,MM,B.5.N.60-MM-bin.8,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_A,Helicobacter bilis,85.42,0.47,0,Helicobacter bilis,205,1997472,79,0.01475877,Helicobacter bilis,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,10,MM,B.3.R.10-MM-bin.3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,94.54,4.13,15.38,Riemerella anatipestifer,557,2085717,12,0.01478185,Riemerella anatipestifer,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,MM,A.4.C.60-MM-bin.12,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris aestuarii,98.9,0.27,0,Prosthecochloris aestuarii,120,2428231,65,0.01478583,Prosthecochloris aestuarii,#N/A,#N/A,#N/A
B,Equal abundance,Equal abundance,Ordered,60,DT,B.1.O.60-DT-bin.25,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina temperata,96.11,0.04,0,Planktomarina temperata,17,2607512,60,0.01479013,Planktomarina temperata,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,60,DT,C.2.R.60-DT-bin.16,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea thiooxydans,99.55,1.8,0,Pandoraea thiooxydans,57,4415001,35,0.01482314,Pandoraea thiooxydans,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,MM,B.5.N.60-MM-bin.4,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium kashiwanohense,100,0.98,0,Bifidobacterium kashiwanohense,66,2293050,69,0.01484863,Bifidobacterium kashiwanohense,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Very closely related,60,8K,A.4.V.60-8K-bin.18,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,90.2,0,0,Archaeoglobus fulgidus,37,1896776,84,0.01489213,Archaeoglobus fulgidus,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,60,DT,C.2.R.60-DT-bin.11,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Trichormus_B,Trichormus azollae,98.89,0.22,0,#N/A,518,4919993,32,0.01492043,#N/A,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,DT,A.4.C.60-DT-bin.3,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris aestuarii,91.76,1.92,0,Prosthecochloris aestuarii,72,2443775,64,0.01492321,Prosthecochloris aestuarii,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,30,MM,B.3.R.30-MM-bin.10,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paralicheniformis,98.86,0.17,25,Bacillus paralicheniformis,206,4239669,18,0.01492356,Bacillus paralicheniformis,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,120,8K,A.3.R.120-8K-bin.23,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Bordetella,Bordetella pertussis,98.13,0,0,#N/A,36,4656709,69,0.01494097,#N/A,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Closely related,60,8K,A.2.C.60-8K-bin.17,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Ferroglobus placidus,97.39,0,0,Ferroglobus placidus,31,1951581,82,0.01494897,Ferroglobus placidus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Closely related,60,8K,A.2.C.60-8K-bin.29,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Ferroglobus placidus,97.39,0,0,Ferroglobus placidus,31,1951581,82,0.01494897,Ferroglobus placidus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Closely related,60,8K,A.2.C.60-8K-bin.3,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Ferroglobus placidus,97.39,0,0,Ferroglobus placidus,31,1951581,82,0.01494897,Ferroglobus placidus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Closely related,60,8K,A.2.C.60-8K-bin.31,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Ferroglobus placidus,97.39,0,0,Ferroglobus placidus,31,1951581,82,0.01494897,Ferroglobus placidus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,30,DT,B.3.R.30-DT-bin.8,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,100,0,0,Riemerella anatipestifer,99,2271115,34,0.01495449,Riemerella anatipestifer,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Closely related,60,8K,C.3.C.60-8K-bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,97.18,0.56,0,Plesiomonas shigelloides,16,2954683,54,0.01495611,Plesiomonas shigelloides,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Closely related,60,8K,C.3.C.60-8K-bin.12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,97.18,0.56,0,Plesiomonas shigelloides,16,2954683,54,0.01495611,Plesiomonas shigelloides,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Closely related,60,8K,C.3.C.60-8K-bin.35,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,97.18,0.56,0,Plesiomonas shigelloides,16,2954683,54,0.01495611,Plesiomonas shigelloides,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Closely related,60,8K,C.3.C.60-8K-bin.43,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,97.18,0.56,0,Plesiomonas shigelloides,16,2954683,54,0.01495611,Plesiomonas shigelloides,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,10,MM,C.3.R.10-MM-bin.11,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.39,5.64,33.33,#N/A,407,1993319,13,0.01495723,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,120,DT,C.3.R.120-DT-bin.23,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Granulicella_A,Granulicella mallensis,99.14,3.07,0,Granulicella mallensis,83,6664973,47,0.01495941,Granulicella mallensis,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,180,DT,A.2.R.180-DT-bin.16,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_C,Archaeoglobus veneficus,99.35,0.68,0,Archaeoglobus veneficus,62,1894049,251,0.01497411,Archaeoglobus veneficus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Very closely related,60,MM,B.5.V.60-MM-bin.3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_C,Helicobacter cinaedi,96.94,8.78,8.82,Helicobacter cinaedi,342,2919737,55,0.01497891,Helicobacter cinaedi,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,120,DT,B.2.R.120-DT-bin.8,Bacteria,Firmicutes,Bacilli,Bacillales,Aeribacillaceae,Aeribacillus,Aeribacillus pallidus,98.66,2.13,0,Aeribacillus pallidus,209,3562381,89,0.01498960,Aeribacillus pallidus,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.12,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta distributa,97.06,0.74,0,Vulcanisaeta distributa,22,2240472,72,0.01500406,Vulcanisaeta distributa,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.34,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta distributa,97.06,0.74,0,Vulcanisaeta distributa,22,2240472,72,0.01500406,Vulcanisaeta distributa,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.35,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta distributa,97.06,0.74,0,Vulcanisaeta distributa,22,2240472,72,0.01500406,Vulcanisaeta distributa,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.49,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta distributa,97.06,0.74,0,Vulcanisaeta distributa,22,2240472,72,0.01500406,Vulcanisaeta distributa,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,10,8K,B.3.R.10-8K-bin.10,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,98.53,0,0,Riemerella anatipestifer,22,2066247,13,0.01500680,Riemerella anatipestifer,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Closely related,60,8K,A.5.C.60-8K-bin.11,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_C,Archaeoglobus veneficus,99.35,0,0,Archaeoglobus veneficus,44,1854716,87,0.01503044,Archaeoglobus veneficus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,180,8K,B.2.R.180-8K-bin.25,Bacteria,Firmicutes,Bacilli,Bacillales,Aeribacillaceae,Aeribacillus,Aeribacillus pallidus,95.18,1.58,0,Aeribacillus pallidus,137,3092130,157,0.01505783,Aeribacillus pallidus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Closely related,60,MM,B.3.C.60-MM-bin.7,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,98.04,0,0,Riemerella anatipestifer,58,2089343,77,0.01505872,Riemerella anatipestifer,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Very closely related,60,MM,C.3.V.60-MM-bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia_B,Erwinia gerundensis,99.79,0.38,0,Erwinia gerundensis,109,3663804,44,0.01508544,Erwinia gerundensis,#N/A,#N/A,#N/A
